subject,frame_number,detected,AU01_truth,AU02_truth,AU04_truth,AU05_truth,AU06_truth,AU09_truth,AU12_truth,AU15_truth,AU17_truth,AU20_truth,AU25_truth,AU26_truth,AU01_prediction,AU02_prediction,AU04_prediction,AU05_prediction,AU06_prediction,AU09_prediction,AU12_prediction,AU15_prediction,AU17_prediction,AU20_prediction,AU25_prediction,AU26_prediction
SN001,838,True,0,0,0,0,0,0,0,0,0,0,0,0,0.03579729050397873,0.019133703783154488,0.11632997542619705,0.0,0.0,0.0,0.07796991616487503,0.0,0.0,0.00217982055619359,0.05005795136094093,0.2582562565803528
SN001,840,True,0,0,0,0,0,0,0,0,0,0,0,0,0.034201931208372116,0.019931510090827942,0.08549084514379501,0.0,0.0,0.0,0.10119573771953583,0.026447346433997154,0.0,0.0025178096257150173,0.030066585168242455,0.213903546333313
SN001,872,True,0,0,0,0,0,0,0,0,0,0,0,0,0.06844832748174667,0.019566988572478294,0.1111849844455719,0.0,0.0,0.0,0.057491835206747055,0.025875551626086235,0.0,0.0014630689984187484,0.028927521780133247,0.26026663184165955
SN001,899,True,0,0,0,0,0,0,0,0,0,0,0,0,0.037550877779722214,0.025219250470399857,0.056214913725852966,0.0,0.0,0.0,0.0865698978304863,0.04013800993561745,0.0,0.0,0.04179591313004494,0.269676148891449
SN001,913,True,0,0,0,0,0,0,0,0,0,0,0,0,0.058605823665857315,0.03272587060928345,0.046343911439180374,0.0,0.0,0.0,0.09097912907600403,0.026088250800967216,0.0,0.0,0.019277462735772133,0.21766893565654755
SN001,914,True,0,0,0,0,0,0,0,0,0,0,0,0,0.036935653537511826,0.024109235033392906,0.08690362423658371,0.0,0.0,0.0,0.07790401577949524,0.01663360185921192,0.0,0.0,0.0068449098616838455,0.25057950615882874
SN001,917,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0341888852417469,0.0292559452354908,0.052723709493875504,0.0,0.0,0.0,0.10133638978004456,0.023618487641215324,0.0,0.0,0.015873491764068604,0.3193967342376709
SN001,939,True,0,0,0,0,0,0,0,0,0,0,0,0,0.03966815397143364,0.025806846097111702,0.06348880380392075,0.0,0.0,0.0,0.08989334851503372,0.002260111505165696,0.0,0.0,0.06786380708217621,0.32050925493240356
SN001,992,True,0,0,0,0,0,0,0,0,0,0,0,0,0.05193612352013588,0.017414310947060585,0.04414861649274826,0.0,0.0,0.0,0.07712754607200623,0.0269762109965086,0.0,0.0,0.04859720915555954,0.45756760239601135
SN001,1023,True,0,0,0,0,0,0,0,0,0,0,0,0,0.036916498094797134,0.01947825774550438,0.053048886358737946,0.0,0.0,0.0010915943421423435,0.1664561927318573,0.0105300797149539,0.0,0.0,0.04796740412712097,0.2634162902832031
SN001,1031,True,0,0,0,0,0,0,0,0,0,0,0,0,0.03897300362586975,0.017835602164268494,0.037476323544979095,0.0,0.0,0.0,0.1262783408164978,0.032529283314943314,0.0,0.0,0.04155119135975838,0.34039145708084106
SN001,1052,True,0,0,0,0,0,0,0,0,0,0,0,0,0.021491652354598045,0.029464658349752426,0.049707550555467606,0.0,0.0,0.0,0.12793001532554626,0.04027419164776802,0.0,0.0,0.029011869803071022,0.23572677373886108
SN001,1084,True,0,0,0,0,0,0,0,0,0,0,0,0,0.053220439702272415,0.020932339131832123,0.09086738526821136,0.0,0.0,0.0,0.09073612093925476,0.018115196377038956,0.0,0.0,0.05163875222206116,0.2985397279262543
SN001,1134,True,0,0,0,0,0,0,0,0,0,0,0,0,0.03493699058890343,0.018205000087618828,0.052816372364759445,0.0,0.0,0.0,0.06215836480259895,0.026732610538601875,0.0,0.0,0.013454335741698742,0.35986554622650146
SN001,1144,True,0,0,0,0,0,0,0,0,0,0,0,0,0.025268815457820892,0.01706370897591114,0.03816473111510277,0.0,0.0,0.0,0.06393008679151535,0.027842657640576363,0.0,0.0,0.008807801641523838,0.4513664245605469
SN001,1171,True,0,0,0,0,0,0,0,0,0,0,0,0,0.033474862575531006,0.029364874586462975,0.03384719416499138,0.0,0.0,0.0,0.13582159578800201,0.004211869090795517,0.0,0.0,0.03638676553964615,0.30442941188812256
SN001,1253,True,0,0,0,0,0,0,0,0,0,0,0,0,0.011622104793787003,0.017262769863009453,0.0717410147190094,0.0,0.0,0.0,0.023150155320763588,0.0,0.0,0.007424622308462858,0.0,0.20081230998039246
SN001,1274,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0036466307938098907,0.0092078298330307,0.07044105231761932,0.0,0.0,0.0,0.014264854602515697,0.009258839301764965,0.0,0.007058902643620968,0.019303536042571068,0.14960801601409912
SN001,1296,True,0,0,0,0,0,0,0,0,0,0,0,0,0.003087346674874425,0.013610546477138996,0.07609047740697861,0.0,0.0,0.0,0.016073696315288544,0.005301248747855425,0.0,0.0028639633674174547,0.0,0.19761653244495392
SN001,1308,True,0,0,0,0,0,0,0,0,0,0,0,0,0.008819050155580044,0.010782143101096153,0.10549309849739075,0.0,0.0,0.0,0.01299749594181776,0.0006734430207870901,0.0,0.006975655909627676,0.0005332641885615885,0.22506213188171387
SN001,1311,True,0,0,0,0,0,0,0,0,0,0,0,0,0.010298138484358788,0.012812184169888496,0.07773267477750778,0.0,0.0,0.0,0.020592251792550087,0.0020285160280764103,0.0,0.004221594892442226,0.002582354936748743,0.2655138075351715
SN001,1324,True,0,0,0,0,0,0,0,0,0,0,0,0,0.006399007514119148,0.01521657407283783,0.06882745772600174,0.0,0.0,0.0003137905732728541,0.012567758560180664,0.0006842045113444328,0.0,0.0026396720204502344,0.0,0.2636260986328125
SN001,1333,True,0,0,0,0,0,0,0,0,0,0,0,0,0.019855063408613205,0.012633650563657284,0.09801995009183884,0.0,0.0,0.004461775533854961,0.02923869714140892,0.0059615978971123695,0.0,0.0033530481159687042,0.02770797163248062,0.2680110037326813
SN001,1339,True,0,0,3,0,0,0,0,0,0,0,0,0,0.11711592972278595,0.00926086027175188,0.9366455078125,0.0,0.0,0.008982844650745392,0.0032255398109555244,0.0,0.0,0.011427287012338638,0.03712796792387962,0.40293192863464355
SN001,1353,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.013724813237786293,0.0999569296836853,0.0,0.0,0.0,0.010309921577572823,0.004155275411903858,0.0,0.00392539519816637,0.011082600802183151,0.25918906927108765
SN001,1402,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.010506056249141693,0.1451379358768463,0.0,0.0,0.0,0.01143556833267212,0.002548714866861701,0.0,0.008798171766102314,0.0,0.2360331416130066
SN001,1464,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.010938630439341068,0.06355080008506775,0.0,0.0,0.0,0.013905555009841919,0.0018499038415029645,0.0,0.010566914454102516,0.0,0.20107923448085785
SN001,1576,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0013969108695164323,0.00782344862818718,0.10637150704860687,0.0,0.0,0.002359123434871435,0.005736879538744688,0.0,0.0,0.0077170729637146,0.0,0.23488762974739075
SN001,1629,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.011867375113070011,0.13211840391159058,0.0,0.0,0.0,0.001884662313386798,0.0020133997313678265,0.0,0.0065643154084682465,0.02554318681359291,0.23894533514976501
SN001,1630,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.012486398220062256,0.1324440985918045,0.0,0.0,0.0,0.0,0.0032213598024100065,0.0,0.007668294012546539,0.01672222651541233,0.2560039758682251
SN001,1648,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.013035980984568596,0.1171484887599945,0.0,0.0,0.0,0.01462632603943348,0.013742656446993351,0.0,0.006034098565578461,0.03343263268470764,0.2673620283603668
SN001,1717,True,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.018928194418549538,0.27315589785575867,0.0,0.0,0.0005113348015584052,0.04269532859325409,0.002595550613477826,0.0,0.0,0.653816819190979,0.3987252712249756
SN001,1729,True,0,0,0,0,0,0,0,0,0,0,1,0,0.016968930140137672,0.02009071223437786,0.2207547128200531,0.0,0.0,0.0,0.04810135066509247,0.011250038631260395,0.0,0.0007806993671692908,0.29447701573371887,0.4222065210342407
SN001,1736,True,0,0,0,0,0,0,0,0,0,0,1,0,0.012873481959104538,0.020122816786170006,0.25580543279647827,0.0,0.0,0.0014790873974561691,0.06942550092935562,0.004843661095947027,0.0,0.0,0.38877221941947937,0.42096734046936035
SN001,1742,True,0,0,0,0,0,0,0,0,0,0,1,0,0.022798998281359673,0.023997360840439796,0.17697139084339142,0.0,0.0,0.0,0.0742999017238617,0.011880028061568737,0.0,0.0,0.3661052882671356,0.49275174736976624
SN001,1756,True,0,0,0,0,0,0,1,0,0,0,1,0,0.026895180344581604,0.02761230431497097,0.29095977544784546,0.0,0.0,0.0,0.18212825059890747,0.0,0.0,0.0,0.7165008783340454,0.5292644500732422
SN001,1764,True,0,0,0,0,0,0,1,0,0,0,2,0,0.03100884146988392,0.02610216848552227,0.27740857005119324,0.0,0.0,0.0,0.33166414499282837,0.0,0.0,0.0,0.9862335920333862,0.3804900050163269
SN001,1792,True,0,0,0,0,0,0,1,0,0,0,2,0,0.03647810220718384,0.033349767327308655,0.30970776081085205,0.0,0.0019487793324515224,0.0,0.5965009927749634,0.0,0.0029837447218596935,0.0,0.9938123226165771,0.38186198472976685
SN001,1797,True,0,0,0,0,0,0,1,0,0,0,2,0,0.02916153334081173,0.028204482048749924,0.3342893123626709,0.0,0.0,0.0,0.5719554424285889,0.0,0.01370737049728632,0.0,0.9904314875602722,0.3172280490398407
SN001,1800,True,0,0,0,0,0,0,1,0,0,0,2,0,0.028146512806415558,0.02720818668603897,0.3302479088306427,0.0,0.0,0.0,0.507279098033905,0.0019489125115796924,0.010125250555574894,0.0,0.9874770641326904,0.42919921875
SN001,1805,True,0,0,0,0,0,0,1,0,0,0,2,0,0.038068268448114395,0.028571875765919685,0.3102944791316986,0.0,0.0019375603878870606,0.0,0.6275387406349182,0.004148794803768396,0.011460425332188606,0.0,0.9903618097305298,0.36144697666168213
SN001,1806,True,0,0,0,0,0,0,1,0,0,0,2,0,0.04854418709874153,0.03322739526629448,0.35475075244903564,0.0,0.0,0.0,0.5547305345535278,0.003410085802897811,0.009518712759017944,0.0,0.9856455326080322,0.34916552901268005
SN001,1829,True,0,0,0,0,0,0,1,0,0,0,2,0,0.04240451753139496,0.03217896446585655,0.24715594947338104,0.0,0.0,0.0,0.4428160786628723,0.0023727044463157654,0.0027490155771374702,0.0,0.9830622673034668,0.3125675320625305
SN001,1841,True,0,0,0,0,0,0,1,0,0,0,2,0,0.04504845291376114,0.027686769142746925,0.3005475699901581,0.0,0.0017952733905985951,0.0,0.5784857273101807,0.003956288564950228,0.009032683447003365,0.0,0.972612738609314,0.3885040283203125
SN001,1867,True,0,0,0,0,0,0,1,0,0,0,2,0,0.033139050006866455,0.031926479190588,0.29960930347442627,0.0,0.0,0.0,0.4900589883327484,0.0,0.0,0.0,0.9793214797973633,0.31550291180610657
SN001,1876,True,0,0,0,0,0,0,1,0,0,0,2,0,0.04248755797743797,0.02907305769622326,0.29560816287994385,0.0,0.010565443895757198,0.0,0.745872974395752,0.0040766894817352295,0.01742192544043064,0.0,0.9883025884628296,0.3456037640571594
SN001,1877,True,0,0,0,0,0,0,1,0,0,0,2,0,0.03003115765750408,0.033355165272951126,0.3396526873111725,0.0,0.007084952667355537,0.0,0.7718894481658936,0.007152264006435871,0.01855437085032463,0.0,0.9947059154510498,0.43937772512435913
SN001,1886,True,0,0,0,0,0,0,2,0,0,0,2,0,0.033973682671785355,0.03398044779896736,0.4000805616378784,0.0,0.025150228291749954,0.0,0.8697308301925659,0.00705314613878727,0.028487736359238625,0.0,0.9965893030166626,0.3466758728027344
SN001,1906,True,0,0,0,0,0,0,2,0,0,0,2,0,0.021964963525533676,0.02789105474948883,0.3332216739654541,0.0,0.0,0.0,0.4629225730895996,0.0027822169940918684,0.0027098273858428,0.0,0.9972895383834839,0.343517005443573
SN001,1908,True,0,0,0,0,0,0,2,0,0,0,2,0,0.02247769944369793,0.0292710829526186,0.30829015374183655,0.0,0.0,0.0,0.48537951707839966,0.00988126639276743,0.009554481133818626,0.0,0.9953770637512207,0.372579962015152
SN001,1950,True,0,0,0,0,0,0,0,0,0,0,0,0,0.03857625275850296,0.023556990548968315,0.23307272791862488,0.0,0.0,0.0037847948260605335,0.22763276100158691,0.02861517295241356,0.0,0.0002789152495097369,0.2576059103012085,0.24644839763641357
SN001,1962,True,0,0,0,0,0,0,0,0,0,0,0,0,0.02710840106010437,0.02254699543118477,0.23151491582393646,0.0,0.0,0.0,0.145665243268013,0.025788336992263794,0.0,0.00019076695025432855,0.2813109755516052,0.29059964418411255
SN001,1974,True,0,0,0,0,0,0,0,0,0,0,0,0,0.03050730749964714,0.026208989322185516,0.1701204478740692,0.0,0.0,0.0037333713844418526,0.10451804101467133,0.025422977283596992,0.0,0.0,0.3537510633468628,0.3429296016693115
SN001,2006,True,0,0,0,0,0,0,0,0,0,0,0,0,0.01373871136456728,0.0067906794138252735,0.12491142004728317,0.0,0.0,0.018194036558270454,0.019854426383972168,0.006402764469385147,0.0,0.005554078612476587,0.2691625654697418,0.2674964666366577
SN001,2007,True,0,0,0,0,0,0,0,0,0,0,0,0,0.013209373690187931,0.00724134873598814,0.12189798057079315,0.0,0.0,0.007282598875463009,0.015972791239619255,0.0035594317596405745,0.0,0.0073124198243021965,0.24805369973182678,0.2800358831882477
SN001,2021,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.003998372238129377,0.13747134804725647,0.0,0.0,0.006022256799042225,0.015257703140377998,0.005746806506067514,0.0,0.009348656050860882,0.2551896274089813,0.22293967008590698
SN001,2031,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.006436686031520367,0.15555210411548615,0.0,0.0,0.0,0.004817533772438765,0.0,0.0,0.0007224365836009383,0.2855604887008667,0.22929435968399048
SN001,2060,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.011014838702976704,0.12130331993103027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2290714532136917,0.17468571662902832
SN001,2153,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0036341440863907337,0.10416512936353683,0.0,0.0,0.011837120167911053,0.0030728252604603767,0.0,0.0,0.004741197917610407,0.19274957478046417,0.212297260761261
SN001,2158,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.005684845615178347,0.0863681510090828,0.0,0.0,0.01204340998083353,0.006134159862995148,0.0,0.0,0.002575051039457321,0.14308300614356995,0.19619254767894745
SN001,2167,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.006959319114685059,0.11137336492538452,0.0,0.0,0.0026394163724035025,0.003241208614781499,0.0,0.0,0.0,0.16538800299167633,0.17288435995578766
SN001,2170,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.004947103559970856,0.09186592698097229,0.0,0.0,0.0,0.002776236040517688,0.0,0.0,0.0008922158740460873,0.1977991759777069,0.20016151666641235
SN001,2172,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0033691744320094585,0.11492936313152313,0.0,0.0,0.0,0.0032303014304488897,0.0,0.0,0.0,0.21658651530742645,0.19074134528636932
SN001,2186,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.003419762011617422,0.08189859241247177,0.0,0.0,0.011444487608969212,0.011624898761510849,0.0,0.0,0.005376299377530813,0.21304768323898315,0.16713443398475647
SN001,2188,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0047036767937242985,0.06352023035287857,0.0,0.0,0.012844812124967575,0.005559083539992571,0.0,0.0,0.0018104292685166001,0.17997397482395172,0.2318752408027649
SN001,2194,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.004584930371493101,0.08612161874771118,0.0,0.0,0.012389776296913624,0.010516165755689144,0.0,0.0,0.0038509804289788008,0.2566368877887726,0.1858942210674286
SN001,2212,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.012190846726298332,0.07623300701379776,0.0,0.0,0.008463154546916485,0.016553277149796486,0.0,0.0,0.0,0.1598614603281021,0.22071418166160583
SN001,2254,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.003450438380241394,0.08780759572982788,0.0,0.0,0.0032875884789973497,0.006145637948065996,0.0,0.0,0.0,0.2521018981933594,0.1725401133298874
SN001,2277,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.00790970679372549,0.14266888797283173,0.0,0.0,0.002887531416490674,0.007901954464614391,0.0,0.0,0.00013714285159949213,0.25551164150238037,0.31122738122940063
SN001,2278,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.009365705773234367,0.15041890740394592,0.0,0.0,0.0,0.005789489019662142,0.0,0.0,0.0,0.23709514737129211,0.28800371289253235
SN001,2279,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.009184206835925579,0.12846313416957855,0.0,0.0,0.0012915219413116574,0.010171453468501568,0.001139680272899568,0.0,0.0,0.2934112548828125,0.3351430892944336
SN001,2282,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.007224785629659891,0.19315968453884125,0.0,0.0,0.0020840587094426155,0.007171878591179848,0.0,0.0,0.0014750949339941144,0.26361146569252014,0.2884458601474762
SN001,2371,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.00822106096893549,0.12691175937652588,0.0,0.0,0.0,0.013521961867809296,0.00701060751453042,0.0,0.0,0.27103349566459656,0.38043349981307983
SN001,2402,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.00827499758452177,0.12956130504608154,0.0,0.0,0.0022169940639287233,0.02026205323636532,0.0,0.0,0.0,0.26301753520965576,0.37990981340408325
SN001,2405,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.007745126727968454,0.14309415221214294,0.0,0.0,0.004625849891453981,0.017367977648973465,0.004935018718242645,0.0,0.0,0.28389793634414673,0.3487785756587982
SN001,2445,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0034779254347085953,0.11890909075737,0.0,0.0,0.0,0.012622995302081108,0.0,0.0,0.0,0.24331556260585785,0.2600765824317932
SN001,2520,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0031844263430684805,0.08375848829746246,0.0,0.0,0.010393347591161728,0.019215013831853867,0.0,0.0,0.0,0.3567957878112793,0.31942030787467957
SN001,2554,True,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.010974394157528877,0.07451605796813965,0.0,0.0,0.010733945295214653,0.011629429645836353,0.0,0.0,0.0,0.3599933683872223,0.29507312178611755
